timestamp,i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i140,i108,i115,i119,i58,i131,i110,i113,i56,i139,i93,i62,i128,i127,i142,i135,i126,i145,i138,i01_prediction,i02_prediction,i03_prediction,i05_prediction,i06_prediction,i07_prediction,i08_prediction,i09_prediction,i12_prediction,i13_prediction,i136_prediction,i14_prediction,i15_prediction,i16_prediction,i17_prediction,i18_prediction,i19_prediction,i20_prediction,i21_prediction,i22_prediction,i23_prediction,i24_prediction,i25_prediction,i26_prediction,i27_prediction,i28_prediction,i29_prediction,i30_prediction,i31_prediction,i32_prediction,i34_prediction,i35_prediction,i36_prediction,i37_prediction,i38_prediction,i39_prediction,i41_prediction,i42_prediction,i43_prediction,i44_prediction,i45_prediction,i46_prediction,i47_prediction,i48_prediction,i49_prediction,i57_prediction,i61_prediction,i65_prediction,i66_prediction,i67_prediction,i72_prediction,i74_prediction,i75_prediction,i76_prediction,i77_prediction,i79_prediction,i80_prediction,i81_prediction,i87_prediction,i88_prediction,i89_prediction,i97_prediction,unknown_prediction,i04_prediction,i100_prediction,i101_prediction,i102_prediction,i111_prediction,i147_prediction,i59_prediction,i63_prediction,i68_prediction,i70_prediction,i82_prediction,i95_prediction,i96_prediction,i10_prediction,i104_prediction,i107_prediction,i11_prediction,i130_prediction,i132_prediction,i33_prediction,i50_prediction,i54_prediction,i64_prediction,i73_prediction,i83_prediction,i90_prediction,i53_prediction,i99_prediction,i123_prediction,i40_prediction,i52_prediction,i51_prediction,i71_prediction,i86_prediction,i91_prediction,i106_prediction,i125_prediction,i94_prediction,i98_prediction,i112_prediction,i78_prediction,i121_prediction,i117_prediction,i141_prediction,i103_prediction,i133_prediction,i84_prediction,i114_prediction,i120_prediction,i134_prediction,i109_prediction,i129_prediction,i105_prediction,i144_prediction,i122_prediction,i85_prediction,i118_prediction,i116_prediction,i140_prediction,i108_prediction,i115_prediction,i119_prediction,i58_prediction,i131_prediction,i110_prediction,i113_prediction,i56_prediction,i139_prediction,i93_prediction,i62_prediction,i128_prediction,i127_prediction,i142_prediction,i135_prediction,i126_prediction,i145_prediction,i138_prediction
1536089400000,11.0,1375.0,16.0,73.0,99437.0,12.0,,1.0,166.0,40.0,,650.0,77.0,303.0,656.0,3.0,34.0,2.0,11.0,4.0,17.0,,8.0,7.0,,,2.0,21.0,,,367.0,,1.0,,38311.0,55.0,10.0,17.0,17.0,25.0,1.0,3921.0,247.0,2.0,69.0,,,,1.0,,,22.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1629.0,16.0,105.0,275831.0,12.0,,1.0,166.0,40.0,,650.0,77.0,172.0,678.0,3.0,34.0,2.0,2.0,4.0,17.0,,8.0,7.0,,,2.0,25.0,,,367.0,,2.0,,38387.0,55.0,7.0,17.0,17.0,25.0,1.0,3921.0,323.0,2.0,69.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536089700000,2.0,1486.0,19.0,118.0,94327.0,55.0,,2.0,163.0,44.0,,634.0,112.0,218.0,597.0,3.0,36.0,12.0,,1.0,14.0,7.0,3.0,22.0,,,,27.0,,16.0,225.0,,,,32612.0,62.0,4.0,9.0,,14.0,2.0,3592.0,373.0,3.0,131.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1486.0,19.0,118.0,275831.0,55.0,,1.0,163.0,44.0,,634.0,77.0,172.0,597.0,3.0,34.0,12.0,,1.0,17.0,18.0,8.0,7.0,,,,27.0,,2.0,367.0,,,,38387.0,62.0,7.0,9.0,,14.0,2.0,3921.0,323.0,2.0,131.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536090000000,19.0,1618.0,13.0,100.0,96565.0,9.0,,1.0,148.0,24.0,,746.0,71.0,272.0,543.0,1.0,32.0,1.0,,3.0,33.0,,3.0,4.0,,,1.0,25.0,,7.0,361.0,,2.0,15.0,36758.0,55.0,5.0,18.0,9.0,,321.0,2793.0,309.0,4.0,,,,,1.0,,,23.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1486.0,13.0,100.0,275831.0,25.0,,1.0,148.0,44.0,,674.0,77.0,172.0,543.0,3.0,32.0,1.0,,4.0,17.0,,3.0,4.0,,,1.0,27.0,,2.0,180.0,,2.0,15.0,36758.0,55.0,7.0,18.0,1.0,,2.0,2900.0,309.0,4.0,,,,,1.0,,,1.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536090300000,2.0,1767.0,13.0,108.0,102210.0,25.0,,,143.0,32.0,,674.0,180.0,245.0,524.0,,38.0,3.0,2.0,4.0,21.0,,11.0,6.0,,,1.0,21.0,3.0,23.0,180.0,,8.0,,35327.0,55.0,,12.0,12.0,,1.0,2900.0,289.0,2.0,,,,,3.0,,,19.0,,,,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1767.0,13.0,100.0,275831.0,25.0,,,148.0,37.0,,674.0,77.0,172.0,524.0,,32.0,3.0,2.0,4.0,17.0,,11.0,6.0,,,1.0,27.0,3.0,23.0,180.0,,2.0,,35327.0,55.0,,18.0,1.0,,1.0,2900.0,309.0,2.0,,,,,1.0,,,19.0,,,,,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536090600000,4.0,1725.0,12.0,61.0,100123.0,10.0,,1.0,157.0,37.0,,768.0,70.0,241.0,572.0,3.0,31.0,,2.0,4.0,26.0,,20.0,3.0,,,2.0,16.0,2.0,1.0,301.0,,1.0,,33766.0,55.0,2.0,8.0,1.0,,35.0,4091.0,269.0,8.0,,,,,1.0,,,5.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1725.0,12.0,96.0,275831.0,10.0,,1.0,148.0,37.0,,768.0,77.0,172.0,572.0,3.0,31.0,,2.0,4.0,17.0,,20.0,3.0,,,2.0,27.0,2.0,23.0,361.0,,1.0,,33766.0,55.0,7.0,8.0,1.0,,35.0,4091.0,309.0,8.0,,,,,1.0,,,5.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536090900000,1.0,1552.0,17.0,96.0,97415.0,14.0,,4.0,156.0,60.0,,605.0,139.0,244.0,663.0,4.0,37.0,15.0,,8.0,31.0,18.0,6.0,4.0,,,4.0,42.0,,,368.0,,3.0,,37166.0,61.0,4.0,16.0,,,65.0,4649.0,233.0,5.0,,,,,1.0,,,6.0,,,,,,,,,,,3.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1725.0,17.0,96.0,275831.0,14.0,,1.0,154.0,60.0,,605.0,139.0,172.0,572.0,3.0,31.0,2.0,,4.0,17.0,18.0,6.0,4.0,,,4.0,27.0,,,368.0,,3.0,,37166.0,55.0,4.0,8.0,,,65.0,4649.0,233.0,5.0,,,,,1.0,,,6.0,,,,,,,,,,,3.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536091200000,6.0,1816.0,18.0,103.0,94236.0,47.0,,1.0,154.0,45.0,,649.0,69.0,200.0,687.0,,31.0,5.0,,4.0,23.0,,3.0,4.0,,,4.0,26.0,,,312.0,,,,36920.0,53.0,1.0,13.0,1.0,,,4735.0,346.0,9.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1816.0,17.0,103.0,275831.0,47.0,,1.0,154.0,45.0,,649.0,85.0,172.0,687.0,,31.0,5.0,,4.0,17.0,,3.0,4.0,,,4.0,27.0,,,368.0,,,,36920.0,55.0,4.0,13.0,1.0,,,4735.0,346.0,9.0,60.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536091500000,2.0,1662.0,16.0,78.0,92345.0,50.0,,2.0,127.0,40.0,,622.0,85.0,185.0,623.0,,38.0,4.0,,6.0,15.0,,6.0,4.0,,,4.0,22.0,,2.0,311.0,,,,33899.0,54.0,,15.0,1.0,51.0,119.0,4464.0,226.0,17.0,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1662.0,16.0,78.0,275831.0,50.0,,2.0,127.0,40.0,,622.0,85.0,172.0,687.0,,31.0,4.0,,6.0,17.0,,6.0,5.0,,,4.0,27.0,,2.0,368.0,,,,36920.0,54.0,,15.0,1.0,51.0,1.0,4464.0,346.0,17.0,,1.0,,,1.0,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536091800000,4.0,1770.0,22.0,89.0,92522.0,7.0,,3.0,127.0,30.0,,617.0,98.0,204.0,583.0,1.0,51.0,2.0,,3.0,8.0,,3.0,1.0,,,6.0,32.0,17.0,,401.0,,2.0,35.0,33400.0,67.0,3.0,9.0,2.0,40.0,1.0,4216.0,283.0,10.0,60.0,,,,1.0,6.0,,28.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1662.0,22.0,78.0,275831.0,7.0,,3.0,127.0,40.0,,622.0,98.0,172.0,687.0,1.0,31.0,4.0,,3.0,17.0,,3.0,5.0,,,4.0,27.0,17.0,,368.0,,1.0,35.0,33400.0,54.0,3.0,9.0,2.0,40.0,1.0,4216.0,346.0,10.0,60.0,,,,1.0,2.0,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536092100000,2.0,1493.0,15.0,86.0,93669.0,1.0,,3.0,137.0,43.0,,620.0,139.0,184.0,612.0,1.0,33.0,5.0,,2.0,14.0,,6.0,1.0,,,1.0,16.0,11.0,1.0,368.0,,1.0,,33810.0,110.0,,22.0,3.0,,1.0,3085.0,174.0,19.0,,,,,3.0,,,,,,,,2.0,,,2.0,,,,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1493.0,15.0,129.0,275831.0,1.0,,3.0,127.0,43.0,,620.0,98.0,172.0,612.0,1.0,33.0,2.0,,2.0,17.0,,6.0,5.0,,,1.0,27.0,11.0,2.0,368.0,,1.0,,33810.0,110.0,,23.0,3.0,,1.0,3085.0,346.0,19.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536092400000,1.0,1898.0,14.0,129.0,99497.0,56.0,,3.0,163.0,40.0,,647.0,55.0,216.0,636.0,5.0,36.0,2.0,4.0,5.0,9.0,,8.0,,,,4.0,27.0,8.0,2.0,459.0,,2.0,,33801.0,52.0,,23.0,13.0,51.0,,2815.0,235.0,15.0,,,,,1.0,,,,,,,,,,,1.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1898.0,14.0,129.0,275831.0,56.0,,3.0,132.0,40.0,,647.0,35.0,172.0,636.0,1.0,36.0,2.0,2.0,3.0,17.0,,8.0,,,,4.0,27.0,8.0,2.0,368.0,,2.0,,33801.0,52.0,,23.0,13.0,51.0,,2815.0,346.0,15.0,,,,,1.0,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536092700000,11.0,1811.0,14.0,100.0,99877.0,37.0,,1.0,132.0,49.0,,1913.0,35.0,207.0,630.0,,34.0,2.0,,3.0,10.0,,6.0,5.0,2.0,684.0,1.0,19.0,,,302.0,,,,34951.0,41.0,,11.0,54.0,1.0,181.0,2005.0,181.0,10.0,,,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1811.0,14.0,129.0,275831.0,37.0,,1.0,132.0,40.0,,1913.0,35.0,172.0,630.0,,34.0,2.0,,3.0,17.0,,6.0,5.0,2.0,1337.0,1.0,25.0,,,362.0,,,,33801.0,52.0,,11.0,54.0,51.0,1.0,2815.0,181.0,10.0,,,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536093000000,1.0,1747.0,22.0,217.0,103616.0,5.0,,,165.0,62.0,,1607.0,77.0,220.0,578.0,,36.0,2.0,,4.0,15.0,,6.0,1.0,,1337.0,,19.0,,6.0,445.0,,,,33325.0,49.0,3.0,15.0,16.0,26.0,,1814.0,282.0,3.0,,,,,1.0,,,1.0,,,,,2.0,,,,,,,8.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1953.0,14.0,217.0,275831.0,5.0,,,165.0,58.0,,1607.0,77.0,172.0,578.0,,36.0,2.0,,3.0,17.0,,6.0,1.0,,1337.0,,19.0,,2.0,362.0,,,,34599.0,52.0,3.0,11.0,16.0,1.0,,2815.0,282.0,3.0,,,,,1.0,,,1.0,,,,,2.0,,,,,,,15.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536093300000,11.0,1658.0,21.0,87.0,104090.0,9.0,,5.0,166.0,58.0,,717.0,66.0,242.0,562.0,1.0,36.0,3.0,1.0,9.0,17.0,,4.0,2.0,,,2.0,14.0,,2.0,362.0,,6.0,52.0,34599.0,44.0,2.0,13.0,8.0,65.0,4.0,1948.0,177.0,1.0,,,7.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1953.0,21.0,87.0,275831.0,5.0,,5.0,166.0,58.0,,717.0,77.0,172.0,578.0,3.0,36.0,2.0,2.0,9.0,17.0,,4.0,2.0,,,1.0,14.0,,2.0,362.0,,2.0,35.0,34599.0,52.0,3.0,13.0,8.0,1.0,1.0,2815.0,282.0,1.0,,,7.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536093600000,1.0,1704.0,13.0,48.0,108674.0,,,5.0,144.0,62.0,,718.0,58.0,255.0,553.0,,38.0,4.0,4.0,4.0,27.0,,6.0,,,,,11.0,,24.0,510.0,,2.0,,36401.0,53.0,,19.0,1.0,1.0,1.0,3536.0,267.0,1.0,,,15.0,,2.0,4.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1953.0,13.0,87.0,275831.0,,,5.0,166.0,58.0,,718.0,58.0,172.0,553.0,,38.0,4.0,2.0,9.0,17.0,,6.0,,,,,14.0,,2.0,363.0,,2.0,,36401.0,52.0,,19.0,1.0,1.0,1.0,3536.0,282.0,1.0,,,15.0,,1.0,2.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536093900000,3.0,1869.0,20.0,224.0,110185.0,10.0,,3.0,183.0,53.0,1.0,727.0,64.0,213.0,553.0,,32.0,2.0,,9.0,17.0,,3.0,6.0,,,,13.0,,25.0,363.0,,,,35378.0,60.0,,19.0,19.0,31.0,1.0,4010.0,221.0,4.0,,,13.0,,1.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1953.0,20.0,224.0,275831.0,56.0,,3.0,183.0,58.0,1.0,727.0,64.0,172.0,553.0,,32.0,2.0,,9.0,17.0,,3.0,6.0,,,,13.0,,25.0,363.0,,,,35378.0,52.0,,19.0,19.0,1.0,1.0,4010.0,282.0,4.0,,,13.0,,1.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536094200000,1.0,1450.0,17.0,130.0,118769.0,56.0,,,150.0,55.0,,767.0,99.0,231.0,543.0,3.0,35.0,8.0,,9.0,68.0,,3.0,2.0,,7877.0,1.0,17.0,8.0,,392.0,,,,37634.0,48.0,,14.0,,32.0,2.0,3091.0,288.0,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1953.0,23.0,224.0,275831.0,56.0,,,150.0,55.0,,767.0,87.0,172.0,562.0,3.0,35.0,8.0,,9.0,17.0,,3.0,2.0,,1337.0,1.0,25.0,8.0,,510.0,,,,37634.0,52.0,,19.0,,32.0,2.0,2863.0,287.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536094500000,1.0,1807.0,23.0,107.0,125308.0,1.0,,3.0,164.0,78.0,,658.0,87.0,252.0,562.0,2.0,31.0,14.0,4.0,7.0,12.0,,4.0,1.0,,839.0,1.0,25.0,9.0,,474.0,,,,38581.0,55.0,,21.0,15.0,5.0,,3472.0,268.0,4.0,,,,,1.0,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1953.0,23.0,224.0,275831.0,1.0,,3.0,150.0,55.0,,701.0,87.0,172.0,562.0,2.0,31.0,14.0,2.0,9.0,17.0,,3.0,2.0,,9096.0,1.0,25.0,8.0,,510.0,,,,37634.0,52.0,,14.0,15.0,32.0,,2863.0,287.0,1.0,,,,,1.0,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536094800000,2.0,1986.0,18.0,198.0,130892.0,13.0,,3.0,178.0,103.0,,701.0,68.0,230.0,666.0,24.0,34.0,9.0,1.0,4.0,60.0,,6.0,3.0,,,,6.0,,,449.0,,1.0,,38033.0,83.0,,24.0,2.0,18.0,1.0,2863.0,287.0,1.0,,,,,1.0,4.0,,8.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1986.0,23.0,198.0,275831.0,13.0,,3.0,178.0,55.0,,701.0,68.0,172.0,666.0,2.0,34.0,9.0,2.0,4.0,17.0,,6.0,3.0,,,,25.0,,,510.0,,2.0,,42557.0,52.0,,24.0,2.0,18.0,1.0,2863.0,287.0,1.0,,,,,1.0,4.0,,6.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1536095100000,,1631.0,23.0,160.0,139537.0,35.0,,3.0,194.0,95.0,,626.0,60.0,252.0,487.0,3.0,30.0,8.0,5.0,6.0,18.0,,3.0,5.0,,,,7.0,20.0,,486.0,,5.0,,42557.0,65.0,,17.0,27.0,70.0,,2823.0,224.0,2.0,37.0,1.0,,,2.0,2.0,,38.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.0,23.0,170.0,275831.0,35.0,,3.0,194.0,107.0,,701.0,60.0,172.0,487.0,3.0,30.0,8.0,2.0,4.0,17.0,,3.0,3.0,,,,8.0,20.0,,510.0,,2.0,,42557.0,52.0,,17.0,27.0,5.0,,2863.0,287.0,1.0,34.0,1.0,,,2.0,4.0,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536095400000,14.0,1953.0,12.0,149.0,154168.0,7.0,,3.0,138.0,107.0,,726.0,63.0,285.0,469.0,25.0,35.0,2.0,2.0,5.0,15.0,,6.0,6.0,6.0,9096.0,1.0,8.0,17.0,4.0,391.0,,2.0,,42870.0,43.0,5.0,23.0,7.0,57.0,,3033.0,225.0,1.0,34.0,,,,1.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1953.0,23.0,170.0,275831.0,35.0,,3.0,138.0,107.0,,701.0,60.0,172.0,583.0,3.0,35.0,2.0,2.0,4.0,17.0,,6.0,6.0,2.0,9096.0,1.0,8.0,17.0,4.0,391.0,,2.0,,58965.0,52.0,3.0,17.0,7.0,5.0,,2863.0,259.0,1.0,34.0,,,,2.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536095700000,44.0,1719.0,23.0,158.0,158438.0,34.0,,15.0,130.0,106.0,,701.0,76.0,260.0,583.0,7.0,36.0,12.0,2.0,3.0,40.0,2.0,7.0,5.0,,8728.0,1.0,8.0,8.0,,462.0,,11.0,44.0,47070.0,45.0,13.0,13.0,17.0,5.0,,3624.0,259.0,1.0,,,,,3.0,,,,,,,,2.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1953.0,23.0,158.0,275831.0,34.0,,3.0,130.0,106.0,,701.0,76.0,172.0,583.0,3.0,36.0,2.0,2.0,3.0,17.0,2.0,7.0,6.0,,9096.0,1.0,8.0,8.0,,391.0,,2.0,77.0,58965.0,52.0,3.0,17.0,17.0,5.0,,2863.0,259.0,1.0,,,,,1.0,,,,,,,,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536096000000,10.0,1680.0,18.0,141.0,174310.0,13.0,,,147.0,138.0,,647.0,112.0,257.0,622.0,1.0,33.0,15.0,2.0,9.0,22.0,,3.0,1.0,,16340.0,2.0,15.0,1.0,25.0,638.0,,8.0,,51762.0,51.0,1.0,17.0,16.0,5.0,2.0,5127.0,221.0,3.0,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1680.0,18.0,170.0,275831.0,13.0,,,147.0,106.0,,701.0,112.0,172.0,583.0,3.0,36.0,2.0,2.0,9.0,17.0,,3.0,6.0,,16340.0,2.0,15.0,1.0,25.0,638.0,,8.0,,58965.0,52.0,3.0,17.0,17.0,5.0,2.0,2863.0,259.0,3.0,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536096300000,2.0,1586.0,18.0,170.0,185993.0,6.0,,1.0,154.0,89.0,,1057.0,69.0,233.0,629.0,3.0,39.0,2.0,17.0,3.0,35.0,,5.0,23.0,,14691.0,,8.0,4.0,,730.0,,15.0,,58965.0,44.0,9.0,28.0,5.0,18.0,2.0,5244.0,193.0,4.0,,,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1551.0,18.0,170.0,275831.0,6.0,,1.0,147.0,89.0,,1057.0,69.0,172.0,583.0,3.0,39.0,2.0,9.0,9.0,17.0,,5.0,3.0,,14691.0,,8.0,4.0,,880.0,,2.0,,58965.0,52.0,3.0,28.0,5.0,70.0,2.0,3329.0,193.0,4.0,,,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
